publication,doi,region,site_name,sample_id,sample_year,plant_name,genus,species,growth_form,habitat,lat,lon,elevation,cat,n_samples,conc_ugg_plant,c20_fconc,c21_fconc,c22_fconc,c23_fconc,c24_fconc,c25_fconc,c26_fconc,c27_fconc,c28_fconc,c29_fconc,c30_fconc,c31_fconc,c32_fconc,c20_fd2h,c20_fd2h_unc,c22_fd2h,c22_fd2h_unc,c24_fd2h,c24_fd2h_unc,c26_fd2h,c26_fd2h_unc,c28_fd2h,c28_fd2h_unc,c30_fd2h,c30_fd2h_unc,c32_fd2h,c32_fd2h_unc,c20_fd13c,c20_fd13c_unc,c22_fd13c,c22_fd13c_unc,c24_fd13c,c24_fd13c_unc,c26_fd13c,c26_fd13c_unc,c28_fd13c,c28_fd13c_unc,c30_fd13c,c30_fd13c_unc,c32_fd13c,c32_fd13c_unc,c21_aconc,c22_aconc,c23_aconc,c24_aconc,c25_aconc,c26_aconc,c27_aconc,c28_aconc,c29_aconc,c30_aconc,c31_aconc,c32_aconc,c33_aconc,c21_ad2h,c21_ad2h_unc,c23_ad2h,c23_ad2h_unc,c25_ad2h,c25_ad2h_unc,c27_ad2h,c27_ad2h_unc,c29_ad2h,c29_ad2h_unc,c31_ad2h,c31_ad2h_unc,c33_ad2h,c33_ad2h_unc,c21_ad13c,c21_ad13c_unc,c23_ad13c,c23_ad13c_unc,c25_ad13c,c25_ad13c_unc,c27_ad13c,c27_a13c_unc,c29_ad13c,c29_ad13c_unc,c31_ad13c,c31_ad13c_unc,c33_ad13c,c33_ad13c_unc
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,AFR,KVH245,2019,Pogonatum fragile,Pogonatum,fragile,moss,terrestrial,72.42,-77.44,895,6,1,1,3513.75,177.41,5889.64,251.29,2121.05,212.29,1054.79,88.76,300.9,50.78,116.26,43.03,73.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,68.57,59.32,206.99,71.45,601.31,38.42,111.02,27.32,50.88,19.07,54.69,16.35,29.68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,AFR,HB044,2019,Pogonatum sp. 1,Pogonatum,sp. 1,moss,terrestrial,72.42,-77.44,895,6,1,1,10.43,10.51,23.78,10.63,48.65,12.56,36.86,12.6,26.07,9.87,11.94,9.4,14.74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.39,0.39,2.68,0.72,5.73,1.05,1.01,0.79,0.12,0,0.06,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,AFR,HB045,2019,Pogonatum sp. 2,Pogonatum,sp. 2,moss,terrestrial,72.42,-77.44,895,6,1,1,2.1,0,4.72,0,5.43,0,2.17,0,0.95,0,0.09,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.79,0.52,3.19,0.43,4.9,0.22,4.41,0.51,5.93,0,1.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,AFR,KVH233,2019,Pogonatum sp. 3,Pogonatum,sp. 3,moss,terrestrial,72.42,-77.44,895,6,1,1,693.14,31.86,663.48,39.46,311.82,24.48,95.18,8.59,21.33,6.57,11.27,5.49,7.83,nan,nan,-268.16,3.24,-267.24,3.91,-248.57,8.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-33.45,0.17,-34.28,0.25,nan,nan,nan,nan,nan,nan,24.74,18.52,47.26,15.75,50.63,9.48,36.29,7.56,30.57,6.52,35.51,4.59,8.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,AFR,KRL-086,2019,Pohlia wahlenbergii,Pohlia,wahlenbergii,liverwort,terrestrial,72.42,-77.44,895,7,1,1,25.38,1.43,18.19,2.19,15.77,1.24,4.56,0.53,1.76,0.06,0.3,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.32,1.33,3.16,1.13,2.53,0.67,2.48,0.43,2.08,0,1.34,0,0.32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,AFR,KVH243,2019,Pohlia/Bryum slender,Pohlia,sp.,moss,terrestrial,72.42,-77.44,895,6,1,1,267.06,7.51,138.6,7.88,88.24,5.55,20.07,2.6,5.54,1.32,2.2,1.1,1.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,89.48,77.01,196.75,76.69,170.08,61.35,233.83,73.99,218.97,44.05,107.01,38.62,53.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Thomas_et_al_2016,https://doi.org/10.1002/2016GL068513,western Greenland,N3,N3p_2,2010,Polygonum viviparum,Polygonum,viviparum,forb,terrestrial,68.636,-50.981,59,3,1,1,46.5,4.2,59.8,13.6,69.4,9.2,82.7,10.1,168.3,3.2,31.5,1.7,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,127,nan,130,nan,310,nan,436,nan,105,nan,nan,nan,nan,-196.143,5.21561961803196,-201.665,6.02172134858463,-228.039,1.83847763108502,-226.5895,1.96222131779267,-216.653,0.0890954544295084,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,AFR,KVH241,2019,Polytrichum hyperboreum,Polytrichum,hyperboreum,moss,terrestrial,72.42,-77.44,895,6,1,1,8.11,0.75,22.46,1.42,37.45,1.32,6.96,0.36,3.56,2.96,1.78,1.9,2.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35.11,29.92,65,42.55,291.95,18.77,59.2,9.98,32.29,9.49,21.18,7.74,12.94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-115,2021,Polytrichum juniperum,Polytrichum,junipernum,moss,terrestrial,58.1,-68.46,61,6,1,1,63.59,1.52,74.33,2.5,38.75,3.4,40.86,1.28,13.05,0.26,7.77,0,2.82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.78,1.48,2.33,1.9,5.74,1.55,15.72,4.3,87.68,5.05,43.82,1.46,7.89,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-116,2021,Polytrichum juniperum,Polytrichum,junipernum,moss,terrestrial,58.1,-68.46,61,6,1,1,107.32,6.56,105.34,11.28,107.89,10.57,67.63,6.97,27.94,4.08,12.12,2.88,6.71,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.46,0.83,1.59,1.25,4.16,1.55,7.65,3.07,35.8,4.68,61.57,2.43,21.47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-080,2019,Polytrichum piliferum,Polytrichum,piliferum,moss,terrestrial,58.1,-68.46,61,6,1,1,32.49,2.09,44.91,4.51,49.6,6.51,50.36,3.54,16.8,1.05,5.13,0,0.64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.71,0.68,2.98,1.58,5.16,0.35,5.02,0.29,7.36,0,6.48,0,0.67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,AFR,KVH234,2019,Psilopilum sp.,Psilopilum,sp.,moss,terrestrial,72.42,-77.44,895,6,1,1,90.94,3.57,76.13,5.06,47.79,2.95,11.15,0.81,1.75,0.58,1.05,0.45,0.55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.79,15.49,26.63,13.46,34.9,12.69,37.07,11.49,30.9,10.09,32.09,8.85,12.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollister_et_al_2022,https://doi.org/10.1029/2022JG006903,Baffin Island,QPT,KVH202,2019,Ptilidium ciliare,Ptilidium,ciliare,liverwort,terrestrial,63.68,-68.2,33,7,1,1,34.02,12.2,171.58,14.03,149.78,13.16,42.97,10.33,16.21,9.81,13.22,9.21,10.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.9,3.27,12.35,3.77,10.55,3.47,14.37,5.22,81.08,5.86,64.54,4.49,13.64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dion-Kirschner_et_al_2020,https://doi.org/10.1016/j.gca.2020.07.027,western Greenland,LSL,20E,2015,Pyrola grandiflora,Pyrola,grandiflora,shrub,terrestrial,67.03,-50.31,124,2,1,1,16.45,2.4,11.57,2.78,17.02,2.29,16.98,12.38,23.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-36.93,0.28,-33.58,0.7,-32.52,0.41,-32.05,0.31,nan,nan,nan,nan,0.31,2.61,1.02,2,5.53,2.16,15.05,3.6,40.89,4.03,20.58,nan,nan,nan,nan,nan,nan,nan,nan,-216.64,5.97,-233.7,4.8,-230.43,5.09,nan,nan,nan,nan,nan,nan,-32.57,0.13,-33.19,0.23,-36.57,0.13,-34.88,0.2,nan,nan
Thomas_et_al_2016,https://doi.org/10.1002/2016GL068513,western Greenland,N3,N3p_6,2010,Pyrola grandiflora,Pyrola,grandiflora,shrub,terrestrial,68.636,-50.981,59,2,1,1,22.6,2,12.2,2.7,22.7,4.4,26.1,3.2,25.9,4.9,45.9,2,7.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,51,nan,917,nan,1092,nan,2753,nan,659,nan,69,-223.825666666667,13.4037694822514,nan,nan,-224.11875,1.8786364514367,-216.091,1.20385630371735,-200.2585,0.901284083960211,-195.967,3.07089433227522,-145.373333333333,39.4348680019768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollister_et_al_2022,https://doi.org/10.1029/2022JG006903,Baffin Island,QPT,KVH217,2019,Racomitrium lanuginosum,Racomitrium,lanuginosum,moss,terrestrial,63.68,-68.2,33,6,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.23,0.21,0.23,0.23,0.36,0.25,0.35,0.43,0.29,0.27,0.29,0.26,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-082,2019,Racomitrium lanuginosum,Racomitrium,lanuginosum,moss,terrestrial,58.1,-68.46,61,6,1,1,27.52,4.47,42.83,3.62,16.99,2.94,8.8,2.37,5.04,2.03,3.28,1.74,2.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.69,0.49,2.04,0.43,1.71,0.26,4.23,0.13,9.07,0.03,7.59,0,1.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollister_et_al_2022,https://doi.org/10.1029/2022JG006903,Baffin Island,QPT,KVH203,2019,Rhizocarpon cinereovirens,Rhizocarpon,cinereovirens,lichen,terrestrial,63.68,-68.2,33,8,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.31,1.29,1.43,1.03,1.24,0.77,0.96,0,0.8,0.95,0.69,0.59,0.59,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollister_et_al_2022,https://doi.org/10.1029/2022JG006903,Baffin Island,QPT,KVH207,2019,Rhizocarpon cinereovirens,Rhizocarpon,cinereovirens,lichen,terrestrial,63.68,-68.2,33,8,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01,0.01,0.05,0.02,0.04,0.01,0.02,0.03,0.01,0.01,0.01,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,CF8,HB053,2019,Rhizocarpon cinereovirens,Rhizocarpon,cinereovirens,lichen,terrestrial,70.56,-68.95,195,8,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.98,0.03,0.29,0.17,0.04,0,0,0,0.19,0,0.04,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,CF8,HB054,2019,Rhizocarpon cinereovirens,Rhizocarpon,cinereovirens,lichen,terrestrial,70.56,-68.95,195,8,1,1,1.95,0.82,3.17,1.77,2.66,0.29,0.51,0.01,0.17,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,CF8,HB055,2019,Rhizocarpon cinereovirens,Rhizocarpon,cinereovirens,lichen,terrestrial,70.56,-68.95,195,8,1,1,8.67,0.86,10.82,1.69,9.96,0.52,2.85,0.09,1.05,0,0.1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41,0.21,0.36,0.19,0.41,0.18,0.33,0.08,0.12,0.01,0.14,0,0.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollister_et_al_2022,https://doi.org/10.1029/2022JG006903,Baffin Island,QPT,KVH208,2019,Rhizocarpon geminatum,Rhizocarpon,geminatum,lichen,terrestrial,63.68,-68.2,33,8,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03,0.04,0.03,0.01,0.04,0.01,0.04,0.03,0.03,0.01,0.03,0,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollister_et_al_2022,https://doi.org/10.1029/2022JG006903,Baffin Island,QPT,KVH204,2019,Rhizocarpon geographicum,Rhizocarpon,geographicum,lichen,terrestrial,63.68,-68.2,33,8,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.87,0.92,0.9,0.38,1,0.21,0.67,0.83,2.13,0.43,1.65,0.08,0.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,CF8,HB050,2019,Rhizocarpon geographicum,Rhizocarpon,geographicum,lichen,terrestrial,70.56,-68.95,195,8,1,1,3.77,0,0.64,0,2.86,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,CF8,HB051,2019,Rhizocarpon geographicum,Rhizocarpon,geographicum,lichen,terrestrial,70.56,-68.95,195,8,1,1,5.57,0,3.53,0.06,1.91,0,0.32,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.25,0,0.1,0.07,0.04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,CF8,HB052,2019,Rhizocarpon geographicum,Rhizocarpon,geographicum,lichen,terrestrial,70.56,-68.95,195,8,1,1,3.23,0,1.26,0.24,1.19,0,0.23,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.44,0.04,0.1,0.22,0.04,0,0.02,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,AFR,KVH237,2019,Rhizocarpon geographicum,Rhizocarpon,geographicum,lichen,terrestrial,72.42,-77.44,895,8,1,1,5.38,0,0.09,0,12.63,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-063,2019,Rhododendron groenlandicum,Rhododendron,groenlandicum,shrub,terrestrial,58.1,-68.46,61,2,1,1,92.02,21.44,45.65,20.41,45.65,25.05,80.17,22.99,99.23,23.5,73.99,18.35,61.62,nan,nan,-197.81,3.31,-199.34,4.12,-213.18,3.62,-217.12,3.26,nan,nan,nan,nan,nan,nan,-34.5,0.18,-34.66,0.17,-34.08,0.1,-33.94,0.09,nan,nan,nan,nan,9.85,8.78,12.23,12.25,45.61,13.71,83.78,16.46,372.65,39.66,240.25,66.81,533.37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-126,2021,Rhododendron groenlandicum,Rhododendron,groenlandicum,shrub,terrestrial,58.1,-68.46,61,2,1,1,99.31,17.94,32.81,16.31,33.74,18.6,60.63,18.78,82.13,22.27,93.97,20.62,103.39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.07,1.59,2.14,1.98,16.54,3.66,42.85,4.57,190.71,17.99,271.66,37.92,364.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-127,2021,Rhododendron groenlandicum,Rhododendron,groenlandicum,shrub,terrestrial,58.1,-68.46,61,2,1,1,70.62,16.58,34.31,15.67,37.64,18.48,64.54,18.2,103.04,23.51,113.97,19.16,125.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.75,0.97,2.3,1.75,13.76,3.13,34.4,5.66,259.6,20.61,278.33,41.49,126.68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Oconnor_et_al_2020,https://doi.org/10.1016/j.orggeochem.2020.104064,AK transect,Dalton_Highway,S2_RHGR,2016,Rhododendron groenlandicum,Rhododendron,groenlandicum,shrub,terrestrial,65.5,-148.69,343,2,1,0,nan,nan,0,nan,0,nan,20,nan,30,nan,50,nan,0,nan,nan,nan,nan,nan,nan,-224,2,-230,3,-230,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,10,nan,40,nan,40,nan,nan,nan,nan,nan,nan,nan,nan,-226.44,3,-238.48,2,-235,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dion-Kirschner_et_al_2020,https://doi.org/10.1016/j.gca.2020.07.027,western Greenland,LSL,30W,2015,Rhododendron lapponicum,Rhododendron,lapponicum,shrub,terrestrial,67.03,-50.31,124,2,1,1,26.91,nan,23.2,3.64,25.14,0.06,24.17,33.13,35.19,nan,nan,nan,nan,nan,nan,-227.36,5.94,-239.51,4.91,-230.33,4.95,-229.1,4.91,nan,nan,nan,nan,nan,nan,-33.01,0.53,-30.78,0.3,-31.04,0.27,-32.2,0.24,nan,nan,nan,nan,7.38,5.12,35.07,6.89,23.05,3.56,31.75,14.08,615.52,19.59,265.2,nan,nan,nan,nan,-215.21,9.78,-217.92,5.03,-220.28,4.89,-230.61,4.81,-218.53,4.76,nan,nan,-31.24,0.14,-33.02,0.18,-33.6,0.13,-34.62,0.23,-32.92,0.25,-34.71,0.27,nan,nan
Bakkelund_et_al_2018,https://doi.org/10.1016/j.orggeochem.2018.08.005,Yukon transect,Eagle_Plains,EAG_F1,2014,Rhododendron sp.,Rhododendron,sp.,shrub,terrestrial,66.44,-136.68,370,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,2.11,nan,3.76,nan,5.72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bakkelund_et_al_2018,https://doi.org/10.1016/j.orggeochem.2018.08.005,Yukon transect,Inuvik,INU_F1,2014,Rhododendron sp.,Rhododendron,sp.,shrub,terrestrial,68.32,-133.55,58,2,2,1,17.34,4.18,16.95,4.54,38.8,6.5,23.88,7.98,51.56,18.01,173.99,13.58,115.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
